fid,OBJECTID,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
"4718","13200","61201742",Amazilia viridigaster,"1","1","1","Ridgely, 2002","NatureServe, 2002; Rob Martin (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,15.7667434461179,3.50941860824863
"4719","13201","22697250",Cochlearius cochlearius,"1","1","1","del Hoyo et al, 1992; Hily, 2003; Ridgely & Greenfield, 2001; Ridgley, 2003; Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,518.977114615926,971.368683256205
"4721","13203","22687606",Amazilia yucatanensis,"1","1","1","Poole and Gill, 1992-2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,63.6672897420979,33.8454122715393
"4724","13206","22686296",Amazona brasiliensis,"1","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,10.8848031323413,0.42497031379497
"4725","13207","45430583",Amazona guatemalae,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Joe Taylor (BirdLife International)","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,81.0131467556942,30.9023218307729
"4729","13212","22686251",Amazona pretrei,"1","1","2",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,3.88077847677206,0.199016412643048
"4730","13213","22686251",Amazona pretrei,"1","1","3",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,0.0669648149840032,0.000175962221727538
"4731","13214","22726764",Coeligena albicaudata,"1","1","1","del Hoyo et al, 1999; Schulenberg et al, 2007","Mia Derhe; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2012,BirdLife International and Handbook of the Birds of the World,12.2324121817943,3.92070945348402
"4732","13216","22686354",Amazona mercenarius,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, ,Also known as Scaly-naped Amazon.,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,109.378179672848,35.5976744222319
"4733","13218","22686251",Amazona pretrei,"4","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,17.085743677839,1.44180588660415
"4734","13220","22686251",Amazona pretrei,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,10.0475471995926,0.765125552069744
"4735","13221","22686288",Amazona rhodocorytha,"4","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,7.35074470151311,2.03688088528046
"4736","13223","22686288",Amazona rhodocorytha,"1","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",2000,BirdLife International and Handbook of the Birds of the World,6.13733550734802,0.232249053420058
"4741","13229","22680115",Amazonetta brasiliensis,"1","1","1","Ridgely, 2002","NatureServe, 2002","2018","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,291.589278450983,744.388809610747
"4746","13236","22687807",Coeligena coeligena,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,118.989869978623,31.6802691201538
"4750","13240","22686374",Amazona vinacea,"1","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,34.4396891520883,4.23851458847314
"4751","13241","22686374",Amazona vinacea,"4","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,25.4795885729912,4.44044509821608
"4752","13242","22686374",Amazona vinacea,"1","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,34.6672095726104,5.24319596260282
"4753","13243","22686374",Amazona vinacea,"3","1","1",BirdLife International,BirdLife International,"2017","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,91.663734228688,33.949175270857
"4755","13254","22735557",Anas andium,"1","1","1","Ridgley, 2003; Shirihai, 2002; Natureserve3 2005, Kear 2005",BirdLife International,"2016","0",, , ,"0","2022.1",2008,BirdLife International and Handbook of the Birds of the World,47.1787610181669,33.507171669915
"4757","13256","22680310",Anas georgica,"1","1","1","Ridgely, 2002","Rob Martin (BirdLife International), NatureServe, 2002","2016","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,626.975751535632,412.750479938683
"4758","13258","22680287",Anas bahamensis,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",9999,BirdLife International and Handbook of the Birds of the World,560.433117179415,271.543489748418
"4759","13266","22736320",Anas flavirostris,"1","1","1","Ridgley, 2003; Shirihai, 2002; Natureserve3 2005, Kear 2005",Philip Martin (BirdLife International),"2016","0",, , ,"0","2022.1",2008,BirdLife International and Handbook of the Birds of the World,746.841802064795,392.146493195568
"4760","13267","22680178",Anas fulvigula,"1","1","1","Poole and Gill, 1992-2002; Baldassarre, 2014","NatureServe, 2002; Hannah Wheatley (BirdLife International)","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,279.890109153304,127.853097215067
"4761","13272","22680178",Anas fulvigula,"1","1","3","Howell and Webb, 1995; Baldassarre, 2014","NatureServe, 2002","2016","0",, , ,"0","2022.1",2015,BirdLife International and Handbook of the Birds of the World,10.5268426142423,1.38477812933448
"4762","13274","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,1.00330219248677,0.0273443741371272
"4763","13283","22682055",Andigena hypoglauca,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,23.6725756323661,4.60084230614993
"4764","13284","22682050",Andigena laminirostris,"1","1","1","Ridgley, 2003; del Hoyo, 2004; Short, 2001",BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,8.26110354533534,1.16590685115942
"4765","13290","22682061",Andigena cucullata,"1","1","1","Ridgely, 2002; Young, 2007","TNC-Wings, 1999; NatureServe, 2007","2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,19.0793083402367,4.10964178670615
"4766","13291","22682055",Andigena hypoglauca,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,24.0625777216805,5.43066153577893
"4767","13293","22682066",Andigena nigrirostris,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2018","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,52.9997949967117,8.97459767065098
"4768","13294","22687019",Androdon aequatorialis,"1","1","1","Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,35.4127343020648,9.2320135488653
"4769","13295","22679723",Anhima cornuta,"1","1","1","del Hoyo et al, 1992; Kear, 2005; Ridgely, 2002, 2003; Simon & Lima, 2004; van Perlo, 2009","NatureServe, 2002; Joe Taylor (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,223.28425950693,907.946628948412
"4770","13296","22696702",Anhinga anhinga,"1","1","1","Ridgley, 2003; del Hoyo et al, 1992; Alderfer, 2006; Nelson, 2006; Sibley, 2000; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,755.814159010303,1216.68326150845
"4771","13297","22693879",Charadrius modestus,"1","1","4","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2008,BirdLife International and Handbook of the Birds of the World,1.26859523023527,0.03004518526578
"4772","13300","22685516",Anodorhynchus hyacinthinus,"4","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,43.6187245149148,10.9479235315753
"4773","13301","22685516",Anodorhynchus hyacinthinus,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1999,BirdLife International and Handbook of the Birds of the World,67.3384193341725,17.8074884371104
"4774","13302","22685516",Anodorhynchus hyacinthinus,"3","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1998,BirdLife International and Handbook of the Birds of the World,178.576229451996,179.387607026122
"4775","13303","22694794",Anous stolidus,"1","1","1","Ridgely, 2002","Rob Martin (BirdLife International), NatureServe, 2005","2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,40.9671467613867,2.27155348337394
"4776","13304","22697633",Cathartes melambrotus,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,182.20755633979,544.120734946962
"4777","13305","22685516",Anodorhynchus hyacinthinus,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",1999,BirdLife International and Handbook of the Birds of the World,67.0900887550439,27.0979482928279
"4778","13306","22694794",Anous stolidus,"1","1","1","Higgins & Davies, 1996",Rob Martin (BirdLife International),"2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,416.914985010295,137.020946331714
"4779","13314","22679881",Anser albifrons,"1","1","4","Sibley, 2000","NatureServe, 2007","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,10.8536556085593,1.14742171571969
"4780","13315","22679881",Anser albifrons,"1","1","3","Sibley, 2000","NatureServe, 2007","2016","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,282.081879046683,150.063890466522
"4781","13322","22733018",Chaetura meridionalis,"1","1","4","del Hoyo et al. 1999; Restall et al. 2006; van Perlo 2009",Rob Martin (BirdLife International),"2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,172.453141701429,535.887948319207
"4784","13337","22694799",Anous minutus,"1","1","3","Rowlands, 1998; Doughty, 1999; Coates, 1985; Barrett et al, 2003; Bull, 1985; del Hoyo et al, 1996; Borrow & Demey, 2001; Raffaelle et al, 1992; Restall et al, 2006; Pratt et al, 1987; Kennedy et al, 2000; Mackinnon & Phillipps, 1996","Rob Martin; Joe Taylor (BirdLife International)","2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,2045.89933075186,6467.60345417764
"4787","13340","22694794",Anous stolidus,"1","1","3","Urban, 1986; del Hoyo et al, 1996; Harrison, 1983; Higgins & Davies, 1996; Dutson, 2011; Zimmerman et al. 1996",Rob Martin (BirdLife International),"2020","0",, , ,"0","2022.1",2014,BirdLife International and Handbook of the Birds of the World,3916.32443541929,13627.5382256538
"4793","13364","22687130",Anthracothorax nigricollis,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,35.9914360147475,8.30230897241613
"4794","13365","22687130",Anthracothorax nigricollis,"3","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,6.33729705737112,1.06515852930808
"4795","13366","22687130",Anthracothorax nigricollis,"1","1","1","Ridgely, 2002","WWF-US, 2000; NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,358.294635623907,811.500339428199
"4796","13367","22729026",Anthracothorax veraguensis,"1","1","1","Ridgely and Gwynne, 1989; Zook, 2002","NatureServe, 2002","2021","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,16.7192156727032,2.49856445359294
"4797","13368","22687122",Anthracothorax viridigula,"1","1","1","Ridgely, 2002","NatureServe, 2002","2016","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,170.687210198392,48.1973530912834
"4798","13369","22736398",Antrostomus arizonae,"1","1","1","Ridgley, 2003; del Hoyo et al, 1999; Cleere & Nurney, 1998; Sibley, 2011",NatureServe,"2020","0",, , ,"0","2022.1",2011,BirdLife International and Handbook of the Birds of the World,88.0155210123122,55.8489441843657
"4799","13370","22689795",Antrostomus badius,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,1.01214399382858,0.0423281304786971
"4800","13371","22689795",Antrostomus badius,"1","1","1","Howell and Webb, 1995","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,18.8645507703406,9.51619432434646
"4801","13372","22689813",Antrostomus saturatus,"1","1","1","Stiles and Skutch, 1989; Zook, 2002","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,5.55150522721347,0.364278879031949
"4802","13373","22689798",Antrostomus sericocaudatus,"1","1","1","Ridgely, 2002; Whittaker, 2003; Rupp et al, 2007","TNC-Wings, 1999; NatureServe, 2002; Lynda Donaldson (BirdLife International)","2016","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,87.4735382353362,100.606430864956
"4803","13374","22689795",Antrostomus badius,"1","1","3","Howell and Webb, 1995","NatureServe, 2002","2020","0",, , ,"0","2022.1",2002,BirdLife International and Handbook of the Birds of the World,14.5942934540403,2.43916519357253
"4804","13375","22690942",Zentrygon goldmani,"1","1","1",BirdLife International,BirdLife International,"2016","0",, , ,"0","2022.1",2007,BirdLife International and Handbook of the Birds of the World,0.316802487722541,0.00613098598446369
"4806","13377","22689778",Antrostomus carolinensis,"1","1","3","Ridgley, 2003; del Hoyo et al, 1999; Cleere & Nurney, 1998; Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002","2020","0",, , ,"0","2022.1",2006,BirdLife International and Handbook of the Birds of the World,415.547860983811,147.279837471948
"4811","13385","22689801",Antrostomus ridgwayi,"1","1","1","Poole and Gill, 1992-2002; Cleere & Nurney, 1998; del Hoyo et al, 1999; Holyoak, 2001","NatureServe, 2002; Lynda Donaldson (BirdLife International)","2020","0",, , ,"0","2022.1",2013,BirdLife International and Handbook of the Birds of the World,81.422020825997,31.6080689043715
